,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
82,비싸다/Adjective,자리다/Adjective,많다/Adjective,않다/Verb,그렇다/Adjective,맛있다/Adjective,도넛/Noun,가게/Noun,이다/Adjective,처음/Noun,하다/Verb,입/Noun,먹다/Verb,때/Noun,아이/Noun,래서/Noun,내/Noun,힘들다/Adjective,직장/Noun,다니다/Verb,돈/Noun,벌다/Verb,도넛/Noun,사/Noun,먹다/Verb,생각/Noun,들다/Verb,입/Noun,사르르/Noun,녹다/Verb,행복하다/Adjective,기분/Noun,듭니/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,도넛/Noun,맛있다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,맛있다/Adjective,인테리어/Noun,예쁘다/Adjective,맛있다/Adjective,안/Noun,직접/Noun,만들다/Verb,모습/Noun,볼/Noun,수/Noun,있다/Adjective,좋다/Adjective,사람/Noun,많다/Adjective,회전/Noun,빠르다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,좋다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,밀크/Noun,치즈케이크/Noun,아메리카노/Noun,도넛/Noun,류/Noun,다양하다/Adjective,케이크/Noun,너무/Adverb,예쁘다/Adjective,맛있다/Adjective,웨이팅/Noun,길다/Adjective,발레/Noun,제한/Noun,시간/Noun,시간/Noun,반/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,알바/Noun,불친절하다/Adjective,또/Noun,가다/Verb,싶다/Verb,집/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,밀크/Noun,치즈/Noun,딜/Noun,라이트/Noun,케이크/Noun,맛있다/Adjective,아아/Noun,신맛/Noun,고요/Noun,케이크/Noun,가격/Noun,대가/Noun,좀/Noun,비싸다/Adjective,편/Noun,얼/Noun,그레이/Noun,이드/Noun,마셧는/Noun,데/Noun,괜찮다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,생/Noun,과일/Noun,주스/Noun,맛있다/Adjective,디저트/Noun,메뉴/Noun,너무/Adverb,사랑/Noun,하다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,부드럽다/Adjective,맛있다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,최고/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,좋다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,케이크/Noun,예쁘다/Adjective,맛있다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,최고/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,직원/Noun,너무/Adverb,친절하다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,역시/Noun,믿다/Verb,먹다/Verb,블루/Noun,보틀/Noun,다른/Noun,지점/Noun,조용하다/Adjective,좋다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,다른/Noun,지점/Noun,맛있다/Adjective,요/Noun,응대/Noun,너무/Adverb,친절하다/Adjective,또/Noun,방문/Noun,싶다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,하다/Verb,번/Noun,가보다/Verb,만/Noun,곳/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,직원/Noun,친절하다/Adjective,이/Noun,맛/Noun,생각/Noun,평범하다/Adjective,양/Noun,적다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,고소하다/Adjective,다른/Noun,지점/Noun,여유/Noun,워/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,최고/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,좁다/Adjective,아쉽다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,직원/Noun,친절하다/Adjective,라테/Noun,고소하다/Adjective,맛있다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,뭐/Noun,먹다/Verb,한참/Noun,고민/Noun,직원/Noun,친절하다/Adjective,설명/Noun,해주다/Verb,맛있다/Adjective,커피/Noun,감사하다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,이/Noun,정말/Noun,블루/Noun,보틀/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,친절하다/Adjective,좋다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,원두/Noun,구매/Noun,설명/Noun,잘/VerbPrefix,해주다/Verb,정말/Noun,도움/Noun,돼다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,직원/Noun,아주/Noun,친절하다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,좋다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,불친절하다/Adjective,배/Noun,부르다/Verb,듯/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,아메리카노/Noun,맛있다/Adjective,놀라다/Verb,플/Exclamation,로트/Noun,맛있다/Adjective,사람/Noun,안/Noun,많다/Adjective,자주/Noun,오다/Verb,싶다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,좋다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,편하다/Adjective,머물다/Verb,수/Noun,있다/Adjective,공간/Noun,아니다/Adjective,커피/Noun,우유/Noun,들어가다/Verb,건/Noun,맛있다/Adjective,디저트/Noun,메종/Noun,엠/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,이슈/Noun,많다/Adjective,호기심/Noun,가보다/Verb,커피/Noun,생각/Noun,외로/Noun,맛/Noun,없다/Adjective,또/Noun,불친절하다/Adjective,놀라다/Verb,그리고/Conjunction,가격/Noun,너무/Adverb,비싸다/Adjective,좀/Noun,황당하다/Adjective,정도/Noun,위치/Noun,별로/Noun,고/Noun,양도/Noun,적다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,에티오피아/Noun,리/Noun,몰두/Noun,미나/Noun,시드/Noun,드립/Noun,생/Noun,단가/Noun,고려/Noun,하다/Verb,때/Noun,가격/Noun,적당/Noun,추출/Noun,자체/Noun,준수/Noun,하다/Verb,자다/Verb,되다/Verb,가격/Noun,대비/Noun,퀄리티/Noun,브랜드/Noun,값/Noun,떼다/Verb,괜찮다/Adjective,생각/Noun,하다/Verb,적어도/Adverb,내/Noun,보다/Verb,직원/Noun,친절하다/Adjective,다만/Noun,여기다/Verb,밖/Noun,줄/Noun,서서/Noun,말다/Verb,정도/Noun,아니다/Adjective,그냥/Noun,괜찮다/Adjective,카페/Noun,일/Noun,뿐/Noun,내/Noun,가다/Verb,땐/Noun,줄이다/Verb,없다/Adjective,실내/Noun,좌석/Noun,수가/Noun,많다/Adjective,않다/Verb,단층/Noun,고/Noun,테이크아웃/Noun,위주/Noun,고려/Noun,,,,,,,,,,,,,
116,슴벅/Adverb,은/Noun,별/Noun,주다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,최고/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,조금/Noun,아쉽다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,이/Noun,장소/Noun,어떻다/Adjective,점/Noun,마음/Noun,들다/Verb,쓰다/Verb,친절/Noun,단어/Noun,찾아보다/Verb,수도/Noun,없다/Adjective,미소/Noun,없다/Adjective,그냥/Noun,불쾌하다/Adjective,느끼다/Verb,오다/Verb,직원/Noun,교육/Noun,스타벅스/Noun,발톱/Noun,하다/Verb,좋다/Adjective,것/Noun,같다/Adjective,생각/Noun,하다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,좋다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,더럽다/Adjective,불친절하다/Adjective,과도/Noun,친절/Noun,요구/Noun,것/Noun,아니다/Adjective,이용/Noun,방식/Noun,원두/Noun,대해/Noun,자다/Verb,모르다/Verb,물어보다/Verb,뿐/Noun,거의/Noun,내/Noun,돈/Noun,주다/Verb,혼나다/Verb,느끼다/Verb,첫/Noun,방문/Noun,브랜드/Noun,이미지/Noun,나빠지다/Verb,다시다/Verb,가기/Noun,싫다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,조금/Noun,아쉽다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,줄/Noun,서서/Noun,먹다/Verb,정도/Noun,아니다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,별로/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,다소/Noun,협소하/Noun,정렬/Noun,자다/Verb,되어다/Verb,있다/Adjective,블루/Noun,보틀/Noun,커피/Noun,테이크아웃/Noun,하다/Verb,말다/Verb,거/Noun,추천/Noun,내부/Noun,있다/Adjective,건/Noun,좀/Noun,시끄럽다/Adjective,좁다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,인테리어/Noun,위치/Noun,좋다/Adjective,하지만/Conjunction,매장/Noun,내/Noun,수용/Noun,인원/Noun,수가/Noun,적다/Verb,편입/Noun,니/Noun,그것/Noun,빼다/Verb,다른/Noun,허다/Verb,점/Noun,크다/Verb,차이점/Noun,없다/Adjective,다른/Noun,매장/Noun,크다/Verb,장점/Noun,하나/Noun,있다/Adjective,웨이/Noun,팅/Noun,라인/Noun,실내/Noun,계절/Noun,영향/Noun,받다/Verb,않다/Verb,것/Noun,같다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,오픈/Noun,날/Noun,오다/Verb,확실하다/Adjective,직장/Noun,콘셉트/Noun,빠르다/Adjective,회전/Noun,용의/Noun,조그마하다/Adjective,매장/Noun,이다/Verb,성수/Noun,호점/Noun,때/Noun,사람/Noun,적다/Verb,웨이팅/Noun,얼마/Noun,안/Noun,걸리다/Verb,좋다/Adjective,인테리어/Noun,매장/Noun,중/Noun,가장/Noun,깔끔하다/Adjective,거/Noun,같다/Adjective,삼청/Noun,점/Noun,비슷하다/Adjective,화이트/Noun,톤/Noun,좌석/Noun,생각/Noun,많다/Adjective,깔끔하다/Adjective,직원/Noun,역시/Noun,친절하다/Adjective,유자/Noun,피즈/Noun,처음/Noun,마시다/Verb,보다/Verb,조금/Noun,탄산/Noun,약하다/Adjective,친구/Noun,,,,,,,,,,,,,,,,,,,,,,,,
128,층층/Noun,분위기/Noun,달라/Noun,좋다/Adjective,층/Noun,너무/Adverb,시끄럽다/Adjective,층/Noun,들어오다/Verb,왼쪽/Noun,쭉/Noun,보다/Verb,뚫리다/Verb,실내/Noun,실외/Noun,느낌/Noun,받다/Verb,앉다/Verb,무언가/Noun,하다/Verb,때/Noun,되게/Adverb,재미있다/Adjective,조명/Noun,크게/Noun,밝다/Verb,어둡다/Adjective,않다/Verb,적당하다/Adjective,밝다/Verb,좋다/Adjective,천장/Noun,높다/Adjective,답답하다/Adjective,않다/Verb,좋다/Adjective,뮤직/Noun,사운드/Noun,조금/Noun,크다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,분위기/Noun,좋다/Adjective,완전/Noun,감성/Noun,카페/Noun,전/Noun,신/Modifier,거울/Noun,샷찍/Noun,수/Noun,있다/Adjective,곳/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,별로/Noun,여/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,예쁘다/Adjective,분위기/Noun,좋다/Adjective,진짜/Noun,커피/Noun,별로/Noun,내/Noun,시키다/Verb,커피/Noun,이/Noun,맞다/Verb,확인/Noun,하다/Verb,되다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,현무암/Noun,돌담/Noun,카페/Noun,내부/Noun,있다/Adjective,나/Noun,뭇/Modifier,조각/Noun,바닥/Noun,있다/Adjective,자연/Noun,제주/Noun,느낌/Noun,들다/Verb,단창/Noun,열다/Verb,놓다/Verb,모기/Noun,차다/Verb,많다/Adjective,포토/Noun,존/Noun,있다/Adjective,전신/Noun,거울/Noun,앞/Noun,사진/Noun,찍다/Verb,인스타/Noun,느낌/Noun,물씬/Noun,나/Noun,사진/Noun,건지다/Verb,수/Noun,있다/Adjective,전자/Noun,몽/Noun,주스/Noun,친구/Noun,데자뷰/Noun,아메리카노/Noun,주문/Noun,하다/Verb,맛/Noun,쏘다/Verb,쏘다/Verb,가격/Noun,비싸다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,
133,테이블/Noun,낮다/Adjective,양은/Noun,진짜/Noun,적다/Verb,비싸다/Adjective,함/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,좋다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,진짜/Noun,그냥/Noun,시/Modifier,장통/Noun,가운데/Noun,풀/Noun,때/Noun,기/Noun,치우다/Verb,버리다/Verb,싶다/Verb,답답하다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,최고/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,최악/Noun,분위기/Noun,맛/Noun,카페/Noun,기대하다/Adjective,분위기/Noun,비다/Verb,시/Modifier,장통/Noun,클럽/Noun,시끄럽다/Adjective,어수선/Noun,싸다/Verb,들다/Verb,사진/Noun,찍기/Noun,줄/Noun,커피/Noun,맛/Noun,맹물/Noun,같다/Adjective,심지어/Noun,병/Noun,담기다/Verb,주스/Noun,삭히다/Verb,지식/Noun,맛/Noun,남/Noun,최악/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,전체/Noun,분위기/Noun,좋다/Adjective,직원/Noun,친절하다/Adjective,근데/Adverb,맛/Noun,자다/Verb,모르다/Verb,카페/Noun,커피/Noun,맛/Noun,나야/Noun,하다/Verb,거/Noun,아니다/Adjective,그리고/Conjunction,테이블/Noun,전체/Noun,다/Adverb,낮음/Noun,스타/Noun,개다/Verb,성인/Noun,곳/Noun,왜/Noun,다/Adverb,테이블/Noun,불편하다/Adjective,모르다/Verb,다/Adverb,같이/Adverb,수/Modifier,그/Modifier,려/Noun,커피/Noun,마시다/Verb,거/Noun,보다/Verb,새/Noun,모이/Noun,먹다/Verb,것/Noun,같다/Adjective,게다가/Noun,평일/Noun,날/Noun,가다/Verb,사람/Noun,진짜/Noun,많다/Adjective,특히/Adverb,돌담/Noun,있다/Adjective,쪽/Noun,스폿/Noun,거의/Noun,자리/Noun,경쟁/Noun,듀스/Noun,임/Noun,근데/Adverb,그걸/Adverb,만두/Noun,,,,,,,,,,
139,와우/Noun,사람/Noun,흐르다/Verb,넘치다/Adjective,곳/Noun,온/Noun,사방/Noun,사진/Noun,찍다/Verb,시끄럽다/Adjective,아아/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,맛있다/Adjective,자리/Noun,너무/Adverb,불편하다/Adjective,그냥/Noun,딱/Adverb,인스타/Noun,감성/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,좋다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,얼그레이/Noun,케이크/Noun,왜/Noun,케/Noun,맛있다/Adjective,밀크/Noun,티/Noun,좀/Noun,아쉽다/Adjective,인생/Noun,샷/Noun,존/Noun,사람/Noun,줄/Noun,서서/Noun,찍다/Verb,매장/Noun,진짜/Noun,이쁘다/Adjective,듯/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,특이하다/Adjective,인테리어/Noun,사진/Noun,찍기/Noun,좋다/Adjective,맛/Noun,쏘다/Verb,쏘다/Verb,하지만/Conjunction,모기/Noun,많다/Adjective,아쉽다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,사진/Noun,찍기/Noun,좋다/Adjective,카페/Noun,크다/Verb,제주도/Noun,느낌/Noun,자다/Verb,꾸미다/Verb,더/Noun,요/Noun,음료/Noun,가격/Noun,비다/Verb,양/Noun,너무/Adverb,적다/Verb,이/Noun,맛/Noun,보통/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,제주도/Noun,스럽다/Adjective,사진/Noun,찍기/Noun,좋다/Adjective,음료/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,제주도/Noun,느낌/Noun,카페/Noun,인/Noun,스타/Noun,용/Noun,사진/Noun,찍기/Noun,좋다/Adjective,오/Noun,오오/Exclamation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,예쁘다/Adjective,많이/Adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,별로/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,선불/Noun,제/Noun,웨이/Noun,팅/Noun,음식/Noun,비다/Verb,그릇/Noun,너무/Adverb,작다/Adjective,먹기/Noun,불편하다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,맛/Noun,있다/Adjective,너무/Adverb,비싸다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,최고/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,분위기/Noun,좋다/Adjective,인근/Noun,데/Noun,사람/Noun,너무/Adverb,많다/Adjective,좀/Noun,더/Noun,넓다/Adjective,좋다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,분위기/Noun,있다/Adjective,그거/Noun,말다/Verb,없다/Adjective,특히/Adverb,커피/Noun,관리/Noun,엉망/Noun,어/Noun,수선/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,직원/Noun,응대/Noun,괜찮다/Adjective,인테리어/Noun,예쁘다/Adjective,맛/Noun,메뉴/Noun,개선/Noun,시급/Noun,가격/Noun,맛없다/Adjective,음식/Noun,먹다/Verb,오다/Verb,싶다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,맛없다/Adjective,디저트/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,식기/Noun,예쁘다/Adjective,주택/Noun,개조/Noun,색다르다/Adjective,맘/Noun,들다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,최고/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,주인/Noun,보/Noun,여자/Noun,가다/Verb,사람/Noun,기분/Noun,더럽다/Adjective,치다/Verb,봄/Noun,알바/Noun,뭐/Noun,오죽하다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,터/Noun,무니/Noun,없다/Adjective,가격/Noun,그렇지만/Conjunction,저/Noun,맛/Noun,중요시/Noun,하다/Verb,때문/Noun,가격/Noun,비싸다/Adjective,것/Noun,문제/Noun,없다/Adjective,하지만/Conjunction,맛/Noun,또한/Noun,절대/Noun,그/Noun,가격/Noun,맛/Noun,아니다/Adjective,가격/Noun,맛/Noun,실패하다/Adjective,분위기/Noun,좋다/Adjective,괜찮다/Adjective,근데/Adverb,사람/Noun,너무/Adverb,많다/Adjective,자리다/Adjective,빼곡/Noun,히/Adverb,있다/Adjective,그렇다/Adjective,정말/Noun,시끄럽다/Adjective,차라리/Noun,조용하다/Adjective,프랜차이즈/Noun,커피숍/Noun,더/Noun,분위기/Noun,있다/Adjective,것/Noun,같다/Adjective,꾸준하다/Adjective,인스타/Noun,최고/Noun,이다/Verb,역시/Noun,콩트/Noun,드/Noun,올라오다/Verb,,,,,,,,,,,,,,,,,
160,좋다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,옥수수/Noun,수프/Noun,맛있다/Adjective,요/Noun,초코/Noun,무스/Noun,적당하다/Adjective,깔끔하다/Adjective,달/Noun,맛있다/Adjective,과일/Noun,와플/Noun,좀/Noun,실망/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,직원/Noun,친절하다/Adjective,하나/Noun,솔직하다/Adjective,인스타/Noun,거품/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,최고/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,제/Noun,손/Noun,여자/Noun,평균/Noun,절대/Noun,크다/Verb,않다/Verb,요/Noun,제/Noun,손바닥/Noun,하다/Verb,사이즈/Noun,원인/Noun,가다/Verb,원인/Noun,그냥/Noun,공간/Noun,이쁘다/Adjective,사진/Noun,찍다/Verb,나오다/Verb,뭐/Noun,시키다/Verb,건/Noun,돈/Noun,낭비/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,파스타/Noun,샐러드/Noun,맛있다/Adjective,분위기/Noun,좋다/Adjective,직원/Noun,중/Noun,하다/Verb,명/Noun,너무/Adverb,불친절하다/Adjective,이렇다/Adjective,글/Noun,기/Noun,귀찮다/Adjective,보다/Verb,바라다/Verb,적다/Verb,보다/Verb,직원/Noun,중/Noun,여성/Noun,분한/Noun,테/Noun,테이블/Noun,낮다/Adjective,밥/Noun,숙이다/Verb,먹기/Noun,좀/Noun,불편하다/Adjective,높다/Adjective,테이블/Noun,비다/Verb,그/Determiner,쪽/Noun,혹시/Noun,옮기다/Verb,되다/Verb,여쭈다/Verb,보다/Verb,바로/Noun,안/Noun,되다/Verb,하다/Verb,왜/Noun,고/Noun,물다/Verb,서빙/Noun,하다/Verb,그릇/Noun,다/Adverb,저/Determiner,테이블/Noun,옮기다/Verb,시간/Noun,오래/Adverb,걸리다/Verb,요하/Noun,,,,,,,,,,,,,,,
166,천/Noun,원/Noun,넘다/Verb,가격/Noun,아메리카노/Noun,음료/Noun,기다/Verb,웨이팅/Noun,좁다/Adjective,가게/Noun,와인/Noun,바라다/Verb,명칭/Noun,안/Noun,어울리다/Verb,시끄럽다/Adjective,음악/Noun,와인/Noun,바가힙할/Noun,이유/Noun,있다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,커피/Noun,맛있다/Adjective,평/Noun,못/Noun,디퓨져/Noun,향/Noun,너무/Adverb,조음/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
